testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,datausenotes
tissue,50E4570D-BF5B-4FEB-8D3C-B48E202D1B82,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Bodega Head),T-0Bodega,Bays and Harbors,38.3,-123.07,wgs84,2002/05/17,00:00:00,SurfZone,Composite,"1","1",Target,RMP02_TOMCAL_2103,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,10.261,,,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-T-0Bodega-DFG-WPCL-PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,A315DB09-2036-40C4-B00B-0A840D6D5861,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Redwood Creek (BA40),BA40,Bays and Harbors,37.559,-122.209,wgs84,2002/09/03,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BA40B_1145,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,175.9,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BA40-DFG-WPCL-PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,E12392CD-154D-429E-B2FF-FBD20B3D7F1B,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Reference Site (T-0 Tomales Bay),T-0Tomales,Bays and Harbors,38.16,-122.89,wgs84,2002/05/16,00:00:00,SurfZone,Composite,"1","1",Target,RMP02_TOCGIG_2102,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,21.376,,,=,None,VLC,Com,Tissue_Grab,Individual Collection by hand,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-T-0Tomales-DFG-WPCL-PCB,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,545BA27B-D1A5-495B-9EF0-987F2E062E02,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Alameda (BB71),BB71,Bays and Harbors,37.696,-122.34,wgs84,2002/09/03,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BB71B_1161,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,275.22,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BB71-DFG-WPCL-PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,FA641BD4-C064-4BB0-98F7-22CA8E283CE3,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Horseshoe Bay (BC21),BC21,Bays and Harbors,37.831,-122.4775,wgs84,2002/09/05,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BC21B_1115,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,81.681,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BC21-DFG-WPCL-PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,7A9EDEDA-A554-4F23-AE6C-3260AACB37C6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,2002/09/04,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BD30B_1189,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,91.4,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BD30-DFG-WPCL-PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,24AECB86-E75A-4573-A0D1-5B65A22E2630,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Dumbarton Bridge (BA30),BA30,Bays and Harbors,37.51375,-122.1346166,wgs84,2002/09/03,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BA30B_1149,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,164.475,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BA30-DFG-WPCL-PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,8F9C6C00-DCAD-4508-9D01-DEB7F34C5D25,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC61),BC61,Bays and Harbors,37.928,-122.469,wgs84,2002/09/05,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BC61B_2000,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,126.116,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BC61-DFG-WPCL-PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,56880FCD-67CE-4CAE-9178-2576069DC7CD,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Petaluma River (BD15),BD15,Riv/Str_Unknown,38.111,-122.487,wgs84,2002/09/04,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BD15B_1169,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,105.06,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BD15-DFG-WPCL-PCB,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,8E234B35-434B-4648-94C0-0779D763600E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,2002/08/27,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BG20B_2100,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,119.86,,,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BG20-DFG-WPCL-PCB,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,75D5140A-B0ED-4FCA-BB1D-58556F906015,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,San Pablo Bay (BD20),BD20,Bays and Harbors,38.048,-122.422,wgs84,2002/09/04,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BD20B_1183,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,148.83,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BD20-DFG-WPCL-PCB,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,611CB81F-9D79-4045-8005-ECAAFE9C2C97,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2002 RMP Status and Trends,RMP,AMS-CA,Napa River (BD50),BD50,Bays and Harbors,38.097,-122.261,wgs84,2002/09/06,00:00:00,OpenWater1,Composite,"1","1",Target,RMP02_BD50B_1211,tissue,"DFG-WPCL SOP SO-TISS, Revision 7",Sum of 40 PCBs (SFEI),Total,ng/g dw,104.4,,,=,None,VLC,Com,Bag_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2003/01/23,1,,DFW-WPCL,DFW-WPCL,A,RMP Changed AgencyCode from CDFG-WPCL 8/22/06cg.,2002-08-Bivalves-BD50-DFG-WPCL-PCB,Normal,"1",Pacific Oyster,Crassostrea gigas,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,409F6173-0A82-41A7-A0A8-81232DF30CFF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Cormorant,RMP_EEPS,USFWS,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,2002/06/04,00:00:00,Nest1,Composite,"1","1",Target,01RB02A  ,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,4591.573,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2004/04/14,-88,,DFW-WPCL,Not Recorded,NR,,6/4/20022EEPSRBL-313-03-4-OVA,Normal,"1",Double-crested Cormorant,Phalacrocorax auritus,Not Recorded,"1",ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9828DE6A-3440-4750-9390-3EE175563A45,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Cormorant,RMP_EEPS,USFWS,Wheeler Island,2EEPSWI,Wet_Tidal,38.0849187,-121.9374608,wgs84,2002/05/07,00:00:00,Nest1,Composite,"1","1",Target,01Wl02A  ,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,3067.228,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2004/04/14,-88,,DFW-WPCL,Not Recorded,NR,,5/7/20022EEPSWIL-313-03-2-OVA,Normal,"1",Double-crested Cormorant,Phalacrocorax auritus,Not Recorded,"1",ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,3FCE4AA2-30CF-402B-A258-66D052B2D926,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Cormorant,RMP_EEPS,USFWS,Wheeler Island,2EEPSWI,Wet_Tidal,38.0849187,-121.9374608,wgs84,2002/05/07,00:00:00,Nest1,Composite,"1","1",Target,01Wl01A  ,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,1957.149,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2004/04/14,-88,,DFW-WPCL,Not Recorded,NR,,5/7/20022EEPSWIL-313-03-1-OVA,Normal,"1",Double-crested Cormorant,Phalacrocorax auritus,Not Recorded,"1",ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,60883777-50C6-475C-B616-9D6A5C30C38A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Cormorant,RMP_EEPS,USFWS,Wheeler Island,2EEPSWI,Wet_Tidal,38.0849187,-121.9374608,wgs84,2002/05/07,00:00:00,Nest1,Composite,"1","2",Target,01Wl01A  ,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,1831.7,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2004/04/14,-88,,DFW-WPCL,Not Recorded,NR,,5/7/20022EEPSWIL-313-03-1-OVA,Normal,"1",Double-crested Cormorant,Phalacrocorax auritus,Not Recorded,"1",ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,C4CAAFB7-E4B4-4E70-9535-919F0772DEAA,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Cormorant,RMP_EEPS,USFWS,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,2002/06/04,00:00:00,Nest1,Composite,"1","1",Target,01RB01A,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,4444.587,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2004/04/14,-88,,DFW-WPCL,Not Recorded,NR,,6/4/20022EEPSRBL-313-03-3-OVA,Normal,"1",Double-crested Cormorant,Phalacrocorax auritus,Not Recorded,"1",ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9FEEC74A-9592-482C-953F-8357C7CBD4DF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Cormorant,RMP_EEPS,USFWS,Don Edwards SFBNWR Pond A9/10-2EEPSDEP9/10,2EEPSDEP9/10,Wet_Tidal,37.44605,-122.0547,wgs84,2002/05/10,00:00:00,Nest1,Composite,"1","1",Target,01A9B  ,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,1951.348,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2004/04/14,-88,,DFW-WPCL,Not Recorded,NR,,5/10/20022EEPSDEP9/10L-313-03-6-OVA,Normal,"1",Double-crested Cormorant,Phalacrocorax auritus,Not Recorded,"1",ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,3A356921-6B1E-4FC8-B563-D10002709425,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Cormorant,RMP_EEPS,USFWS,Don Edwards SFBNWR Pond A9/10-2EEPSDEP9/10,2EEPSDEP9/10,Wet_Tidal,37.44605,-122.0547,wgs84,2002/05/10,00:00:00,Nest1,Composite,"1","1",Target,01A9A  ,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,2534.624,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2004/04/14,-88,,DFW-WPCL,Not Recorded,NR,,5/10/20022EEPSDEP9/10L-313-03-5-OVA,Normal,"1",Double-crested Cormorant,Phalacrocorax auritus,Not Recorded,"1",ova,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,3D18350B-7667-4D88-A639-63E6959C7BC7,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,San Pablo Bay-2EEPSSPB,2EEPSSPB,Bays and Harbors,38.07407176,-122.4461853,wgs84,2002/03/28,00:00:00,Nest2,Composite,"1","1",Target,SPB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,160.2,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2002/09/09,-88,,DFW-WPCL,Not Recorded,NR,,3/28/20022EEPSSPBSPB GS 01_NIMBUS_2002_PCB_AMAR-FIL,Normal,"1",Greater Scaup,Aythya marila,Skin off,"1",breast tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,CE39DD58-27FF-419A-A0BE-05E734566C39,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,South Bay-2EEPSSOB,2EEPSSOB,Bays and Harbors,37.6297075,-122.2885615,wgs84,2002/03/27,00:00:00,Nest2,Composite,"1","1",Target,SOB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,211.9,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2002/09/09,-88,,DFW-WPCL,Not Recorded,NR,,3/27/20022EEPSSOBSOB GS 01_NIMBUS_2002_PCB_AMAR-FIL,Normal,"1",Greater Scaup,Aythya marila,Skin off,"1",breast tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,34CD4B33-414F-44D7-9784-94F2491ABE9C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,Suisun Bay-2EEPSSUB,2EEPSSUB,Bays and Harbors,38.089014,-122.0487285,wgs84,2002/03/07,00:00:00,Nest2,Composite,"1","1",Target,SUB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,80.685,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2002/09/09,-88,,DFW-WPCL,Not Recorded,NR,,3/7/20022EEPSSUBSUB GS 01_NIMBUS_2002_PCB_AMAR-FIL,Normal,"1",Greater Scaup,Aythya marila,Skin off,"1",breast tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,66F76065-DD6A-423D-8095-CF9464DFEFF1,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,Suisun Bay-2EEPSSUB,2EEPSSUB,Bays and Harbors,38.089014,-122.0487285,wgs84,2002/03/07,00:00:00,Nest2,Composite,"1","1",Target,SUB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,69.785,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2002/09/09,-88,,DFW-WPCL,Not Recorded,NR,,3/7/20022EEPSSUBSUB SS 01_NIMBUS_2002_PCB_MPER-FIL,Normal,"1",Surf Scoter,Melanitta perspicillata,Skin off,"1",breast tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,11A80CBA-1E11-49C7-8E1C-77858A772199,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,San Pablo Bay-2EEPSSPB,2EEPSSPB,Bays and Harbors,38.07407176,-122.4461853,wgs84,2002/03/21,00:00:00,Nest2,Composite,"1","1",Target,SPB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,76.921,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2002/09/09,-88,,DFW-WPCL,Not Recorded,NR,,3/21/20022EEPSSPBSPB SS 01_NIMBUS_2002_PCB_MPER-FIL,Normal,"1",Surf Scoter,Melanitta perspicillata,Skin off,"1",breast tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,9219C783-61DD-4F66-8ADE-06B4B42BA417,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,South Bay-2EEPSSOB,2EEPSSOB,Bays and Harbors,37.6297075,-122.2885615,wgs84,2002/03/27,00:00:00,Nest2,Composite,"1","1",Target,SOB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,107.309,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1950/01/01,Not Recorded,1950/01/01,2002/09/09,-88,,DFW-WPCL,Not Recorded,NR,,3/27/20022EEPSSOBSOB SS 01_NIMBUS_2002_PCB_MPER-FIL,Normal,"1",Surf Scoter,Melanitta perspicillata,Skin off,"1",breast tissue,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,EB1E6C32-A4D4-4413-A07E-A276ACA26CB3,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Davis Point (BD40),BD40,Bays and Harbors,38.051,-122.278,wgs84,2003/09/26,00:00:00,OpenWater1,Composite,"1","1",Target,L-493-03-7,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,49.594,,,=,None,VLC,Com,Cage_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2004/06/07,1,,DFW-WPCL,DFW-WPCL,A,RMP ,2003-09-Bivalves-BD40-DFG-WPCL_PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,BD687FE0-6345-4E2E-BDAD-C700F562B713,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,San Joaquin River (BG30),BG30,Bays and Harbors,38.02054094,-121.806267,wgs84,2003/08/18,00:00:00,OpenWater1,Composite,"1","1",Target,L-493-03-11,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,135.295,,,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2004/06/07,1,,DFW-WPCL,DFW-WPCL,A,RMP ,2003-09-Bivalves-BG30-DFG-WPCL_PCB,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,D0759BAB-5D32-4218-A580-F0E26E7A35D6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Sacramento River (BG20),BG20,Bays and Harbors,38.05969966,-121.8112677,wgs84,2003/08/18,00:00:00,OpenWater1,Composite,"1","1",Target,L-493-03-10,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,106.889,,,=,None,VLC,Com,Tissue_Grab,Dredge,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2004/06/07,1,,DFW-WPCL,DFW-WPCL,A,RMP ,2003-09-Bivalves-BG20-DFG-WPCL_PCB,Normal,"1",Freshwater Clam,Corbicula fluminea,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,0A5EC0D8-BA8E-4A79-970A-5019122D89ED,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Red Rock (BC61),BC61,Bays and Harbors,37.928,-122.469,wgs84,2003/09/24,00:00:00,OpenWater1,Composite,"1","1",Target,L-493-03-4,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,88.99,,,=,None,VLC,Com,Cage_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2004/06/07,1,,DFW-WPCL,DFW-WPCL,A,RMP ,2003-09-Bivalves-BC61-DFG-WPCL_PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,27574152-B595-4800-AAEC-08DA8EDE1ADE,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Pinole Point (BD30),BD30,Bays and Harbors,38.024,-122.363,wgs84,2003/09/26,00:00:00,OpenWater1,Composite,"1","1",Target,L-493-03-5,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,67.881,,,=,None,VLC,Com,Cage_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2004/06/07,1,,DFW-WPCL,DFW-WPCL,A,RMP ,2003-09-Bivalves-BD30-DFG-WPCL_PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
tissue,F6E34750-1239-4BD7-8709-E2767BD8B9C0,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,2003 RMP Status and Trends,RMP,AMS-CA,Yerba Buena Island (BC10),BC10,Bays and Harbors,37.8215833,-122.3495,wgs84,2003/09/24,00:00:00,OpenWater1,Composite,"1","1",Target,L-493-03-8,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g dw,199.195,,,=,None,VLC,Com,Cage_MNT,Container,FieldFrozen,1950/01/01,Not Recorded,1950/01/01,2004/06/07,1,,DFW-WPCL,DFW-WPCL,A,RMP ,2003-09-Bivalves-BC10-DFG-WPCL_PCB,Normal,"1",California Mussel,Mytilus californianus,FieldFrozen,,whole organism,,,,,http://cd3.sfei.org/metadata.php,2020/11/27,SFEI,
