testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,location
tissue,7E3DB1BA-9BF9-41D2-BF0E-366C825B38AF,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2016 RMP EEPS Pilot Study,RMP_EEPS,USGS-WERC,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,5/3/2016,0:00:00,Not Recorded,Composite,1,1,Target,L-490-16-04,tissue,EPA 1668CM,Sum of 40 PCBs (SFEI),Total,ng/g ww,1859.98,,,=,"NBC,NMDL,NRL","VLC,VMD",Qual,Tissue_Grab,Individual Collection by hand,FieldFrozen,1/1/1950,EPA 3545_3640A_3620B,10/17/2016,10/29/2016,1,,DFW-WPCL,DFW-WPCL,"A,MD","Diln. Coeln. Portion of L-490-16-09-DUP sample lost during ASE extraction resulting in low surr %R, hi RPD. Insufficient sample to re-extract. Hi concentrations of target analytes in MS/D, some %R, RPD not calculable. DUP sample flagged as Rej.",RBComp_1_L25358-4,Normal,1,Double-crested Cormorant,Phalacrocorax auritus,FieldFrozen,7,ova,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,28E32118-2DDD-4AA7-B47C-C3123F788A12,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,RMP Special Study San Leandro Bay PCB Study (SEP),RMP,MPSL-MLML,Alameda Channel,AC,Bays and Harbors,37.7593,-122.2236,wgs84,8/12/2016,10:10:00,Bank,Composite,1,1,Target,L-114-17-003,Tissue,EPA 1668CM,Sum of 40 PCBs (SFEI),Total,ng/g ww,262.412,,,=,"NBC,NMDL,NRL",VLC,Qual,Net,"	Cast Net 1.0 Stretch 12'",LabFrozen,3/22/2017,EPA 3545_3640A_3620B,4/25/2017,5/17/2017,1,,DFW-WPCL,DFW-WPCL,"A,MD","Coeln. CRM Diln. CRM good for cert values except PCB 169. MSD PR outside control limits for PCB 110,118,149,153, reanalyzed to confirm, original results reported. LCS, MS acceptable for all. Data considered acceptable.",16SLB-AC-TTS3,Normal,1,Top Smelt,Atherinops affinis,"skin on, scales on",20,whole organism,3.7175,75,92,81.75,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,7F28E916-9C8D-439A-9A12-D7C02F3B9F3E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,RMP Special Study San Leandro Bay PCB Study (SEP),RMP,MPSL-MLML,Alameda Channel,AC,Bays and Harbors,37.7593,-122.2236,wgs84,8/12/2016,10:10:00,Bank,Composite,1,1,Target,L-114-17-001,Tissue,EPA 1668CM,Sum of 40 PCBs (SFEI),Total,ng/g ww,140.006,,,=,"NBC,NMDL,NRL",VLC,Qual,Net,"	Cast Net 1.0 Stretch 12'",LabFrozen,3/22/2017,EPA 3545_3640A_3620B,4/25/2017,5/17/2017,1,,DFW-WPCL,DFW-WPCL,"A,MD","Coeln. CRM Diln. CRM good for cert values except PCB 169. MSD PR outside control limits for PCB 110,118,149,153, reanalyzed to confirm, original results reported. LCS, MS acceptable for all. Data considered acceptable.",16SLB-AC-TTS1,Normal,1,Top Smelt,Atherinops affinis,"skin on, scales on",20,whole organism,3.641,74,92,81.45,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,6D9F7E20-7889-4F8C-AF38-78145EA81752,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,RMP Special Study San Leandro Bay PCB Study (SEP),RMP,MPSL-MLML,Alameda Channel,AC,Bays and Harbors,37.7593,-122.2236,wgs84,8/12/2016,10:10:00,Bank,Composite,1,2,Target,L-114-17-001 DUP,Tissue,EPA 1668CM,Sum of 40 PCBs (SFEI),Total,ng/g ww,169.248,,,=,"NBC,NMDL,NRL",VLC,Qual,Net,"	Cast Net 1.0 Stretch 12'",LabFrozen,3/22/2017,EPA 3545_3640A_3620B,4/25/2017,5/17/2017,1,,DFW-WPCL,DFW-WPCL,"A,MD","Coeln. CRM Diln. CRM good for cert values except PCB 169. MSD PR outside control limits for PCB 110,118,149,153, reanalyzed to confirm, original results reported. LCS, MS acceptable for all. Data considered acceptable.",16SLB-AC-TTS1,Normal,1,Top Smelt,Atherinops affinis,"skin on, scales on",20,whole organism,3.641,74,92,81.45,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,48D62F99-B504-409F-AE58-14D411CFF833,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - Status and Trends,RMP Special Study San Leandro Bay PCB Study (SEP),RMP,MPSL-MLML,Alameda Channel,AC,Bays and Harbors,37.7593,-122.2236,wgs84,8/12/2016,10:10:00,Bank,Composite,1,1,Target,L-114-17-002,Tissue,EPA 1668CM,Sum of 40 PCBs (SFEI),Total,ng/g ww,278.933,,,=,"NBC,NMDL,NRL",VLC,Qual,Net,"	Cast Net 1.0 Stretch 12'",LabFrozen,3/22/2017,EPA 3545_3640A_3620B,4/25/2017,5/17/2017,1,,DFW-WPCL,DFW-WPCL,"A,MD","Coeln. CRM Diln. CRM good for cert values except PCB 169. MSD PR outside control limits for PCB 110,118,149,153, reanalyzed to confirm, original results reported. LCS, MS acceptable for all. Data considered acceptable.",16SLB-AC-TTS2,Normal,1,Top Smelt,Atherinops affinis,"skin on, scales on",20,whole organism,3.7495,74,92,81.45,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,57C13DAF-E325-4D8E-A588-FD9685B4AADE,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2018 RMP Bird Eggs,RMP,USGS-WERC,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,5/16/2018,0:00:00,Nest11,Composite,1,1,Target,L29696-3 W,tissue,AXYS MLA-010 Rev 12 Dichloromethane Extraction,Sum of 40 PCBs (SFEI),Total,ng/g ww,1164.08128,,,=,None,"VLC,VMD",Com,Tissue_Grab,Individual Collection by hand,LabFrozen,1/1/1950,AXYS MLA-010 Rev 12 Dichloromethane Extraction,3/29/2019,5/8/2019,-88,,SGS AXYS,SGS AXYS,A,"some blank contamination, marginal recovery and precision, generally for less abundant congeners",L29696-3,Normal,3,Double-crested Cormorant,Phalacrocorax auritus,LabFrozen,,ova,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,2E39CD8C-7F2D-4AEB-A8DB-61ADDA9D7A49,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2018 RMP Bird Eggs,RMP,USGS-WERC,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,5/16/2018,0:00:00,Nest13,Composite,1,1,Target,L29696-2 W,tissue,AXYS MLA-010 Rev 12 Dichloromethane Extraction,Sum of 40 PCBs (SFEI),Total,ng/g ww,1524.38317,,,=,None,"VLC,VMD",Com,Tissue_Grab,Individual Collection by hand,LabFrozen,1/1/1950,AXYS MLA-010 Rev 12 Dichloromethane Extraction,3/29/2019,5/8/2019,-88,,SGS AXYS,SGS AXYS,A,"some blank contamination, marginal recovery and precision, generally for less abundant congeners",L29696-2,Normal,3,Double-crested Cormorant,Phalacrocorax auritus,LabFrozen,,ova,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,3A521C6E-2447-4F6B-81F2-7721423A8E19,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2018 RMP Bird Eggs,RMP,USGS-WERC,Richmond Bridge,2EEPSRB,Bays and Harbors,37.93515,-122.437275,wgs84,5/16/2018,0:00:00,Nest10,Composite,1,1,Target,L29696-1 RW (A),tissue,AXYS MLA-010 Rev 12 Dichloromethane Extraction,Sum of 40 PCBs (SFEI),Total,ng/g ww,1227.9952,,,=,None,"VLC,VMD",Com,Tissue_Grab,Individual Collection by hand,LabFrozen,1/1/1950,AXYS MLA-010 Rev 12 Dichloromethane Extraction,4/4/2019,5/7/2019,-88,,SGS AXYS,SGS AXYS,A,"some blank contamination, marginal recovery and precision, generally for less abundant congeners",L29696-1,Normal,3,Double-crested Cormorant,Phalacrocorax auritus,LabFrozen,,ova,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,central
tissue,B0D3672D-57D4-496C-89D3-AE509BD0D330,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1994 BPTCP FISH,RMP_FISH,MPSL-MLML,Dumbarton Bridge,2RMPDMB,Bays and Harbors,37.50583333,-122.12,wgs84,5/2/1994,0:00:00,Location1Net1,Composite,1,1,Target,24002,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,52.447,,,=,None,NR,Qual,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,HML,Not Recorded,NR,,5/2/19942RMPDMB1241-FIL,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales on",20,"whole without Head, Tail and Guts",,129.5,129.5,129.5,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,B037D6D6-4D6A-440F-A834-1D634C1F208C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1994 BPTCP FISH,RMP_FISH,MPSL-MLML,Double Rock (Candlestick),2RMPDRCP,Bays and Harbors,37.711,-122.3656667,wgs84,5/4/1994,0:00:00,Location1Net1,Composite,1,1,Target,24007,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,238.074,,,=,None,NR,Qual,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,HML,Not Recorded,NR,,5/4/19942RMPDRCP1261-FIL,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales on",20,"whole without Head, Tail and Guts",,126,126,126,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,66C3E4AB-FE2A-4B42-BEF4-62EB7A3F6D72,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1994 BPTCP FISH,RMP_FISH,MPSL-MLML,San Mateo Bridge-2RMPSMB,2RMPSMB,Bays and Harbors,37.59417222,-122.2471167,wgs84,5/3/1994,0:00:00,Location1Net1,Composite,1,1,Target,24001,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,70.056,,,=,None,NR,Qual,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,HML,Not Recorded,NR,,5/3/19942RMPSMB1237-FIL,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales on",20,"whole without Head, Tail and Guts",,119.5,119.5,119.5,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,ACAD0B70-65CD-444D-B8AB-9A5357AC6CD0,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/2/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,8.948,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/2/19972RMPSOBC971403,Normal,1,Leopard shark,Triakis semifasciata,Skin off,3,fillet,,940,940,940,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,A68B6670-F63D-41CB-9F24-BD26E2BD5C9E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/2/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,17.033,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/2/19972RMPSOBC971401,Normal,1,Leopard shark,Triakis semifasciata,Skin off,3,fillet,,940,940,940,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,234346EC-D6CE-4DD8-88AB-86B139B1CE25,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/2/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,23.616,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/2/19972RMPSOBC971501,Normal,1,Striped Bass,Morone saxatilis,Skin off,3,fillet,,500,500,500,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,616F566F-0181-4145-A20B-2445151EC9AB,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,3/12/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,12.569,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,3/12/19972RMPSOBC971701-OFF-FIL,Normal,1,White Sturgeon,Acipenser transmontanus,Skin off,3,fillet,,1210,1210,1210,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,2E5AE1FC-5909-4CD9-907A-C1E1655775AE,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,3/12/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,37.471,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,3/12/19972RMPSOBC971702-OFF-FIL,Normal,1,White Sturgeon,Acipenser transmontanus,Skin off,2,fillet,,1420,1420,1420,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,24F8E108-ACAF-4206-A7F1-CB0303F89BCB,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/2/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,26.142,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/2/19972RMPSOBC971402,Normal,1,Leopard shark,Triakis semifasciata,Skin off,3,fillet,,1100,1100,1100,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,2E8B50A7-097C-4568-96A6-386D4625F5E2,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/2/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,26.535,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/2/19972RMPSOBC971502,Normal,1,Striped Bass,Morone saxatilis,Skin off,2,fillet,,655,655,655,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,3D0CD145-3DF3-4A3B-9224-9409A80CF24F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/3/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,43.006,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/3/19972RMPSOBI971601-OFF-FIL,Normal,1,California Halibut,Paralichthys californicus,Skin off,1,fillet,,550,550,550,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,FB12B973-63D4-42DF-882D-B2424586EB5C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/2/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,131.885,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/2/19972RMPSOBC971203-WB-WNHTG,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales on",20,"whole without Head, Tail and Guts",21.30156,135,135,135,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,3888E647-10B7-464F-8E5C-6D3D68636C7F,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,5/27/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,207.465,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,5/27/19972RMPSOBC971201-WB-WNHTG,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales on",20,"whole without Head, Tail and Guts",25.49061,135,135,135,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,42D65E47-91F5-4E9E-BE8F-305D7FF711F8,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,South Bay-2RMPSOB,2RMPSOB,Bays and Harbors,37.532,-122.1796333,wgs84,6/2/1997,0:00:00,Location1Net2,Composite,1,1,Target,1SBB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,97.676,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/2/19972RMPSOBC971202-WB-WNHTG,Normal,1,Shiner Surfperch,Cymatogaster aggregata,"Skin on, Scales on",20,"whole without Head, Tail and Guts",20.969325,125,125,125,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,19A562C0-055C-40C1-B5D6-9BA730B018D6,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1998 RMP CLAM,RMP_FISH,MPSL-MLML,South Bay (Burlingame),2RMPSBB-2,Bays and Harbors,37.59983333,-122.3537722,wgs84,4/8/1998,0:00:00,Location1Net1,Composite,1,1,Target,10STHB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,5.078,,,=,None,NR,Com,Not Recorded,Not Recorded,FieldFrozen,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,4/8/19982RMPSBBC981A01,Normal,1,Japanese Littleneck Clam,Tapes japonica,Not recorded,25,soft tissue (e.g. clams) with gonads intact,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,CE39DD58-27FF-419A-A0BE-05E734566C39,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,South Bay-2EEPSSOB,2EEPSSOB,Bays and Harbors,37.6297075,-122.2885615,wgs84,3/27/2002,0:00:00,Nest2,Composite,1,1,Target,SOB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,211.9,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1/1/1950,Not Recorded,1/1/1950,9/9/2002,-88,,DFW-WPCL,Not Recorded,NR,,3/27/20022EEPSSOBSOB GS 01_NIMBUS_2002_PCB_AMAR-FIL,Normal,1,Greater Scaup,Aythya marila,Skin off,1,breast tissue,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,9219C783-61DD-4F66-8ADE-06B4B42BA417,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - EEPS,2002 EEPS_Duck,RMP_EEPS,DFW-BDD,South Bay-2EEPSSOB,2EEPSSOB,Bays and Harbors,37.6297075,-122.2885615,wgs84,3/27/2002,0:00:00,Nest2,Composite,1,1,Target,SOB-01,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,107.309,,,=,None,NR,Com,Not Recorded,Not Recorded,None,1/1/1950,Not Recorded,1/1/1950,9/9/2002,-88,,DFW-WPCL,Not Recorded,NR,,3/27/20022EEPSSOBSOB SS 01_NIMBUS_2002_PCB_MPER-FIL,Normal,1,Surf Scoter,Melanitta perspicillata,Skin off,1,breast tissue,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,047CDFD1-50FF-4E7A-BC2C-18474731CF0E,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,San Pablo Bay-2RMPSPB,2RMPSPB,Bays and Harbors,37.98475,-122.4433333,wgs84,6/20/1997,0:00:00,Location1Net6,Composite,1,1,Target,5SPB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,22.959,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/20/19972RMPSPBC975501,Normal,1,Striped Bass,Morone saxatilis,Skin off,3,fillet,,510,510,510,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,san
tissue,D7EAFFF7-6857-43FC-9C43-552EF7C74A2D,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,Davis Point,2RMPDAV,Bays and Harbors,38.052017,-122.27274,wgs84,7/8/1997,0:00:00,Location1Net1,Composite,1,1,Target,6DP,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,34.65,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,7/8/19972RMPDAVC976501,Normal,1,Striped Bass,Morone saxatilis,Skin off,3,fillet,,510,510,510,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,san
tissue,F1D797B3-DCB1-444F-8BD4-E69DE1B5BE4C,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,San Pablo Bay-2RMPSPB,2RMPSPB,Bays and Harbors,37.98475,-122.4433333,wgs84,10/8/1997,0:00:00,Location1Net6,Composite,1,1,Target,5SPB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,33.401,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,10/8/19972RMPSPBC975702-OFF-FIL,Normal,1,White Sturgeon,Acipenser transmontanus,Skin off,3,fillet,,1410,1410,1410,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,san
tissue,7A42409C-CCE7-46B5-99E2-DBE0DD0B1E8A,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,San Pablo Bay-2RMPSPB,2RMPSPB,Bays and Harbors,37.98475,-122.4433333,wgs84,7/9/1997,0:00:00,Location1Net6,Composite,1,1,Target,5SPB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,166.243,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,7/9/19972RMPSPBC975102,Normal,1,White Croaker,Genyonemus lineatus,"Skin on, Scales on",5,fillet,259.2396,260,260,260,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,san
tissue,2524155F-A6E3-4FA3-8200-B190DF8586B8,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,San Pablo Bay-2RMPSPB,2RMPSPB,Bays and Harbors,37.98475,-122.4433333,wgs84,6/24/1997,0:00:00,Location1Net6,Composite,1,1,Target,5SPB,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,8.602,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,6/24/19972RMPSPBI975602-OFF-FIL,Normal,1,California Halibut,Paralichthys californicus,Skin off,1,fillet,,590,590,590,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,san
tissue,9AD8A200-0FF9-4F11-9DD5-A8AA903175CE,PCBs,,SF Bay Regional Monitoring for Water Quality,Regional Monitoring Program - FISH,1997 RMP FISH,RMP_FISH,MPSL-MLML,Davis Point,2RMPDAV,Bays and Harbors,38.052017,-122.27274,wgs84,7/8/1997,0:00:00,Location1Net1,Composite,1,1,Target,6DP,tissue,Not Recorded,Sum of 40 PCBs (SFEI),Total,ng/g ww,8.907,,,=,None,NR,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,-88,,DFW-WPCL,Not Recorded,NR,,7/8/19972RMPDAVC976502,Normal,1,Striped Bass,Morone saxatilis,Skin off,3,fillet,,630,630,630,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,san
