testmaterial,resultrowid,analytegroup,analytesubgroup,program,parentproject,project,protocol,sampleagency,stationname,stationcode,waterbodytype,latitude,longitude,datum,sampledate,collectiontime,locationcode,sampletype,collectionreplicate,resultreplicate,batch,labsampleid,matrix,method,analyte,fraction,unitname,result,mdl,rl,resultqualcode,qacode,batchverification,compliancecode,collectionmethod,collectiondevice,preppreservation,preppreservationdate,digestextractmethod,digestextractdate,analysisdate,dilution_df,expectedvalue,labagency,submittingagency,labsubmissioncode,batchcomments,compositeid,compositetype,compositereplicate,commonname,species,compositetissueprep,numberfishpercomp,tissuename,weightavg_g,tlmin_mm,tlmax_mm,tlavglength_mm,metadataurl,datedownloaded,sourcerdc,location
tissue,AD06FF05-443A-474D-8EFC-A61228B12989,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20404; SFEIRowID:224511,tissue,Not Recorded,Mercury,Total,ug/g dw,0.389,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1550-12778-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,171863F4-69AE-4654-B82B-316DA042060C,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20404; SFEIRowID:244005,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0471,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1550-12778-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,BF40F860-187F-43C4-A252-ABBDE60D9702,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20405; SFEIRowID:224493,tissue,Not Recorded,Mercury,Total,ug/g dw,0.343,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST1550-12779-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,8DFEF262-5064-434F-BD7C-ED2654623A40,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20405; SFEIRowID:243987,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0432,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST1550-12779-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,42F04F21-403A-4469-BF2F-F295F17FAB65,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Hunter's Point,204ST1452,Bays and Harbors,37.695,-122.3408,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20402; SFEIRowID:224366,tissue,Not Recorded,Mercury,Total,ug/g dw,0.361,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-204ST1452-12776-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,F3DE7C6A-F1B6-43CE-8F31-CFAE0B8B6CDC,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Hunter's Point,204ST1452,Bays and Harbors,37.695,-122.3408,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20402; SFEIRowID:243860,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0502,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-204ST1452-12776-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,524D1CF7-594B-4BD9-A184-D0D112578F8D,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20317; SFEIRowID:224474,tissue,Not Recorded,Mercury,Total,ug/g dw,0.321,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST1550-12667-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,9B09A895-4353-4F4C-878D-505DFDE788DC,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20317; SFEIRowID:243968,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0372,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST1550-12667-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,98DE2E9D-752F-423A-912C-23AF4FF96FA5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20406; SFEIRowID:224484,tissue,Not Recorded,Mercury,Total,ug/g dw,0.308,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST1550-12780-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,997B5277-464C-4116-B74E-5CC407852064,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20406; SFEIRowID:243978,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0293,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST1550-12780-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,C78C675D-7E71-49BD-B991-8DFB71FB586E,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20408; SFEIRowID:224684,tissue,Not Recorded,Mercury,Total,ug/g dw,0.405,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1453-12782-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,64A3602F-C79C-48CF-841F-F035281D09C0,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20408; SFEIRowID:244178,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0527,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1453-12782-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,323FBAF0-A03D-4DA9-84F9-4E6833ADEDE2,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,10/26/1982,0:00:00,Not Recorded,Composite,1,1,NA,20409; SFEIRowID:224665,tissue,Not Recorded,Mercury,Total,ug/g dw,0.419,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",10/26/1982-204ST1453-12783-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,2860F304-0C10-40BC-9B09-42975E165BDA,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,10/26/1982,0:00:00,Not Recorded,Composite,1,1,NA,20409; SFEIRowID:244159,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0545,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",10/26/1982-204ST1453-12783-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,B8B7EF4F-6743-46F6-81D0-106C7888635B,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20407; SFEIRowID:224674,tissue,Not Recorded,Mercury,Total,ug/g dw,0.503,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1453-12781-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,77342D4A-33C5-4E65-92FE-08E2D33172F8,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20407; SFEIRowID:244168,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0604,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1453-12781-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,1382F965-0F29-4677-AA6C-CCC08397B3E4,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Dumbarton Bridge/Channel Marker 14,204ST0410,Bays and Harbors,37.5139,-122.1328,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20421; SFEIRowID:224941,tissue,Not Recorded,Mercury,Total,ug/g dw,0.323,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST0410-12795-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,BAE245BB-3CAA-403B-B3C6-780446884CF5,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Dumbarton Bridge/Channel Marker 14,204ST0410,Bays and Harbors,37.5139,-122.1328,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20421; SFEIRowID:244435,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0439,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST0410-12795-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,4D86B3E0-7C0C-48A1-A168-A66453B4D1C9,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20321; SFEIRowID:224646,tissue,Not Recorded,Mercury,Total,ug/g dw,0.371,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST1453-12671-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,F70A9FA5-B765-4D10-8208-4C3F6496B898,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20321; SFEIRowID:244140,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0378,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST1453-12671-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,AA9482BB-8576-45F4-BE6C-06A9B33BE050,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,10/26/1982,0:00:00,Not Recorded,Composite,1,1,NA,20410; SFEIRowID:224656,tissue,Not Recorded,Mercury,Total,ug/g dw,0.485,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",10/26/1982-204ST1453-12784-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,E7FC9BDC-5FF4-4A2A-8A1E-28A890A0AAB2,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/near Redwood Cr,204ST1453,Bays and Harbors,37.5525,-122.1958,nad83,10/26/1982,0:00:00,Not Recorded,Composite,1,1,NA,20410; SFEIRowID:244150,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0844,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",10/26/1982-204ST1453-12784-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,325D701E-354F-444E-ADD3-5998CFB9B695,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20403; SFEIRowID:224502,tissue,Not Recorded,Mercury,Total,ug/g dw,0.365,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1550-12777-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,E402C99B-DA1F-47C4-A495-C39F840EE9A2,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Mateo Bridge/8B,204ST1550,Bays and Harbors,37.6058,-122.2889,nad83,12/9/1982,0:00:00,Not Recorded,Composite,1,1,NA,20403; SFEIRowID:243996,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0405,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/9/1982-204ST1550-12777-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,D2A6D838-DEE1-417F-B851-FCAC2729387B,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Dumbarton Bridge/Channel Marker 14,204ST0410,Bays and Harbors,37.5139,-122.1328,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20422; SFEIRowID:224932,tissue,Not Recorded,Mercury,Total,ug/g dw,0.401,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST0410-12796-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,49CF2E0B-D7FC-4A99-A223-465C2DE2F5FC,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Dumbarton Bridge/Channel Marker 14,204ST0410,Bays and Harbors,37.5139,-122.1328,nad83,11/2/1982,0:00:00,Not Recorded,Composite,1,1,NA,20422; SFEIRowID:244426,tissue,Not Recorded,Mercury,Total,ug/g ww,0.061,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",11/2/1982-204ST0410-12796-WNG,Normal,1,Bay Mussel,Mytilus edulis,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,16BCAB35-6BDF-48D3-9410-A04142C4C66C,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Hunter's Point,204ST1452,Bays and Harbors,37.695,-122.3408,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20400; SFEIRowID:224384,tissue,Not Recorded,Mercury,Total,ug/g dw,0.334,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-204ST1452-12774-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,1692D413-1513-4147-957A-54BB841B5531,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,San Francisco Bay/Hunter's Point,204ST1452,Bays and Harbors,37.695,-122.3408,nad83,12/7/1982,0:00:00,Not Recorded,Composite,1,1,NA,20400; SFEIRowID:243878,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0434,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",12/7/1982-204ST1452-12774-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,9EA3FE14-016E-4360-8E80-C5D7DD60B2B0,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Redwood Creek/Channel Marker 10,204ST1240,Riv/Str_Unknown,37.5303,-122.1939,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20322; SFEIRowID:224765,tissue,Not Recorded,Mercury,Total,ug/g dw,0.329,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST1240-12672-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,FCA203B4-D3D9-4B48-A588-59CD7D5A93F7,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Redwood Creek/Channel Marker 10,204ST1240,Riv/Str_Unknown,37.5303,-122.1939,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20322; SFEIRowID:244259,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0405,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST1240-12672-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,15,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,7E3A5113-E81E-4966-9DDE-34E459B7E7A0,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Dumbarton Bridge/Channel Marker 14,204ST0410,Bays and Harbors,37.5139,-122.1328,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20325; SFEIRowID:224922,tissue,Not Recorded,Mercury,Total,ug/g dw,0.187,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST0410-12675-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
tissue,B534F11C-C528-4CE5-A351-A0D826984A03,Metals,,Surface Water Ambient Monitoring Program,SWAMP Historic Bioaccumulation Data,State Mussel Watch Program,03SWSBIO,Not Recorded,Dumbarton Bridge/Channel Marker 14,204ST0410,Bays and Harbors,37.5139,-122.1328,nad83,1/18/1982,0:00:00,Not Recorded,Composite,1,1,NA,20325; SFEIRowID:244416,tissue,Not Recorded,Mercury,Total,ug/g ww,0.0226,,,=,None,VQN,Com,Not Recorded,Not Recorded,Not Recorded,1/1/1950,Not Recorded,1/1/1950,1/1/1950,1,,Not Recorded,Not Recorded,QN,"Lab QA may have been performed, but information not provided",1/18/1982-204ST0410-12675-WNG,Normal,1,California Mussel,Mytilus californianus,Not Recorded,45,whole without gut,,,,,http://cd3.sfei.org/metadata.php,11/27/2020,SFEI,lower
